Leadership - Male,,,,
It bothers me as a male that we do not have more diversity within ELT,G_L_D,,,
We are a very inclusive company. ,NONE,,,
I think we should have greater diversity in our executive ranks. ,NONE,,,
"We have never had many women at the highest levels of the org, especially outside of HR",G_L_D_H,,,
"I've worked for a lot of tech companies and XXX compared to the vast majority is an extremely gender diverse company with many senior leaders. I think that message gets lost a lot, as many other top tech companies have a far lower percentage of female employees never mind minorities. ",N_G_L_D,G_L_D_H,,
I consider XXX to be an incredibly diverse company. The problem is at the ELT level. It is very unclear to me if it's actually a gender issue vs. a political or social issue.  ,N_G_L_D,G_L_D_H,,
this was a weird survey,NONE,,,
I would love to see more women at the executive level,G_L_D_H,,,
"A lot of talk, not enough results.",WE_N_Eff,,,
"My reaction after answering all of these questions is that our time could be better spent elsewhere than a survey and instead just taking practical action - it's almost like you are asking us because you don't know yourself. As a male - my ""I don't know"" for most of these isn't indicative of me not thinking it's a problem nor is it a signal that I lack any empathy - I personally just feel like I can't have an intelligent point of view because I am not a woman and not facing this day in and day out. Point being, I don't know how valuable some of this feedback is.",NONE,,,
Recent actions are big steps in the right direction.  Let's not lose the momentum.  ,NONE,,,
We have work to do. Survey is an interesting thing in that just reading the questions has provoked even more insight for me on how much we have to do to make gender diversity real at XXX.,Impv,,,
This survey is mostly filled in from the point of view of a developer,NONE,,,
"General view is that the company is committed and interested in gender/ethnic diversity, but not sure the results are borne out.  Not sure if that's a lack of execution or lack of qualified candidates.",Other ,not confident with the excution in improving,,
The company is actively trying to balance gender diversity at all levels especially in Sr. Leadership positions where it is lacking. It's hard to answer some questions in this survey because I am not a woman and do not know what their perception is and therefore chose not to rate many questions.,Impv_GD,G_L_D_H,,
"I think we have a lack of women in senior leadership positions.  Not sure of all the reasons, but I know some women have felt uncomfortable here.",G_L_D_H,,,
There appears to be a glass ceiling for women here. The stats bear this out. Very important we figure this out and provide pathways for women to take leadership positions at the company.,CA_PO_U,,,
"I've noticed recently stronger messaging around the need for gender diversity which is a good thing. It is hard to say for a number of these questions if certain programs are set up for women so it would help to have a place to go to see all those available resources, for that matter all employees as well. I wouldn't be surprised if it exists but perhaps repetitive communication would help. ",Impv_GD,,,
"There are very apparent examples of inequities as it pertains to women advancing their careers and having opportunities to break into leadership roles. Engineering is also very male-dominant, which may not have been by designed...but we need to recognize and have a vision (with a supporting strategy) to address it and stop just throwing ideas at it.",G_L_D,,,
Definitely could do with more diversity in the C-suite.,G_L_D_H,,,
I like the diversity goals we have as a company,G_L_D,,,
"gender diversity is pretty good at XXX as a whole, but not so in OOCTO",N_G_L_D,G_L_D_H,,
"SLT does not seem to be equipped to actually deal with gender diversity or the challenges of having a diverse workplace.  Here are some examples:  Marc Levine - Responded to questions about unconscious bias in our bonus strategy by telling the company that they would ""deal"" with anyone exhibiting conscious bias.  Missed the point or completely doesn't understand unconscious bias.  Dan Haley - Has blamed women who have left for our lack of diversity.  Appears to link results as opposed to root causes.  The rest have not actually taken a stance on diversity in an public forum and tend to let the above members carry the day, which saddens me.",N_G_L_D,,,
Overall I believe we are ahead of most orgnaizations.,NONE,,,
I've never seen a company that more encourages diversity!,N_G_L_D,,,
"Without senior (SVP,EVP) women leaders, we have a huge gap between what we say and do.",G_L_D_H,,,
we need more female leaders and executives at XXX - period. the company talks a good game and says all the right things but it just doesn't deliver on its promise. ,G_L_D_H,,,
