There is a large amount of gender diversity in the Staff level and potentially up through Director as well. I do not see the gender diversity I would expect at the VP+ level in a healthcare focused company where traditionally the gender skews female.,G_L_D_H,,,,
"Though I don't know what is going on in women's minds, it is clear that we continue to have diversity problems in senior positions and I can't imagine that makes it easier on women, regardless of whether there are actual institutional blockers.",N_G_D_only,,,,
"When comparing my previous employer to XXX, it does appear XXX highly values female employees in leadership. There are definitely more  women in leadership roles, especially higher up in the Director role and above.",CA_PO_E,,,,
"Employees including myself have expressed concern over the high turnover rate among women who have been fortunate enough to gain top positions in the company. The lack of transparency regarding the reasons that they have left or have been terminated is frustrating. It suggests that the company does not know how to retain highly-qualified female candidates or perhaps how to properly staff top positions with female talent.  The recent comment from leadership about the rise of female talent at lower levels evening things out at senior levels as time passes does not resonate. Even now, there are plenty of cases where promotions at the VP level more often than not go to men within the company, or XXX hires an external male candidate, rather than promote a qualified internal female candidate. That could lead to the qualified women in question leaving the company and the talented women who look up to them wondering if XXX will support their own career ambitions.",OTHER,CA_Hr_Out,CA_PO_U,,
"While there are more women working at XXX than other dev organizations I have worked at, it's still very far below parity between men and women, with women particularly being underrepresented in development roles.",N_G_L_D,CA_Q.est_U,,,
"It often feels as if  the conversations we are having as a company ""Feel"" appropriate. We say and believe gender diversity and inclusion are important, but our actions at XXX don't seem to be currently matching our words. If the truly best candidates for leadership roles are mostly male and generally Caucasian, that's fine- but I have to believe we've overlooked quality candidates or shortchanged ourselves because of an inherit bias.",GD_Talk_more_fix_few,N_GD_only,,,
I do believe that that there is diversity throughout XXX at all levels except VP and above.,G_L_D_H,,,,
"On my team alone I have 3 women and 2 men.  When I first come to this company, I was on a team of 5 women.  I was the only male.",NONE,,,,
XXX is one of the most gender diverse companies that I have worked for.,N_G_L_D,,,,
"Feels to me that XXX is consistently discussing gender diversity.  I would add though that more promotion tends to be around 'diversity in general'.  Perhaps some feel that there is too much focus on this instead.  Additionally, maybe XXX does not promote specific 'gender diversity' as they feel there is equality in genders already.",N_G_L_D,WE_PO_E,,,
Being remote I am not exposed to this issue very much so most of my answers are my perception,NONE,,,,
