Staff - Female,,,,
"There are significantly more women who work in the Belfast office than men, a fact ELT likes to boast about. I don't think this is due to inclusiveness on XXX's part, but rather a lack of other opportunities in the area. A few months ago, there was a lot of hype about a new business coming into town and there was a lot of talk in the office about alternate (and possibly better) opportunities if this new business was a big firm. The new business ended up being a salmon farm. But it highlights the fact that women aren't here because it's a great place for women to work, but because it's the only gig in town, and many were poised to jump ship.",G_L_D_Ml,CA_PO_U,OTHER,
"Although I don't take part in the programs, I feel like we offer tons.  We are always promoting the programs, pride parade, forums, etc.",NONE,,,
It's sad that all the women that were in senior leadership a few years ago have since left. It is all white men now. Very disappointing. ,N_G_keep_H_Fm,G_L_D_H,,
"After years of listening to SM discount the importance of diversity and watching the revolving door of women in senior roles at XXX, it is refreshing to hear Bret's perspective and diversity goals.",Impv_GD_H,,,
The gender diversity in leadership team (Director level and above) does not exist within XXX.  I have worked with several women that have been with XXX for over 12 years but have not been able to become directors.  They are senior managers.,G_L_D_H,LTE,,
"I've only been working here a short time, but I have seen a drastic separation between the benefits (including promotion) that men get over women here. It is NOT ok. I came to this company with a strong believe that the company supports men & women equally. IT DOES NOT.",NEW,CA_PO_U,,
na,NONE,,,
I feel that there is a perfect mix of men and women at least here in the Belfast office. I also feel like there is a good mix of women in leadership as well and it is truly inspiring to see that. ,N_G_L_D,DEPARTMENT,,
I think there is not as much gender diversity in more technical parts of the company or at the leadership level as there should be.,G_L_D,DEPARTMENT,,
"At lower cohorts, the opportunities are fairly equal. The further up the corporate ladder you go, the less diversity and openness there appears to be. This seems to be changing, however, to ensure trust and confidence in this change will require time, not just immediate action. ",G_L_D_H,Impv_GD,,
"It can be clearly seen by anyone that the higher up you go the fewer women and minorities there are in those positions. I have heard for years that ""we are working on it"", so the talking about it is not enough would like to see some actual actions.",G_L_D_H,WE_L_Cul_H,Talk_more_fix_few,
"I think XXX is a place where anyone, regardless of gender can feel comfortable and happy working here.  I do think XXX could provide better options for potential employees that are transgender and may not feel comfortable using a male/female specific bathroom.  In Belfast, there is a private bathroom in the Lodge building, but in the main building there are only gender-specific bathrooms with stalls and no private bathrooms available.  Having a private bathroom in each pod would be a huge improvement.  Other than that, I think the career playing field is pretty even and fair, regardless of someone's gender.",OTHER,,,
Eh,NONE,,,
There are managers who are strong advocates and allies and there are managers for whom diversity has not crossed their mind.,OTHER,,,
"If not a gender issue then it becomes a favoritism issue, making opportunities hard to come by.",NONE,,,
I feel like a lot of attention has been brought in regards to this recently. I've been with the company for almost 4 years and noticed pretty quickly how few female leaders above Executive Director were part of the company.,Impv_PO,,,
There are not enough women in OOCTO and technical teams nor the ELT.  It feels like the ELT routinely says they are committed to gender diversity but then does not hire or retain women in those positions (even though two women were just promoted.)  The OOCTO has no female VPs.,G_L_D,G_few_App_Fm,DEPARTMENT,
"Though XXX is focused on making improvements, there is a lack of female leaders in the executive leadership, overall leadership team. ",impv_GD,G_L_D_H,,
"I know the company is looking to increase gender diversity at the Senior Leadership level, but how will they actually contribute to gender parity and not just check the box? ",GD_Talk_more_fix_few,,,
"At the staff level it's pretty good in the customer success section, but looking above director the glass ceiling feels more like a concrete wall. I have one female director and I know how much she had to work to get that position. ",CA_Ceil,CD_down.est,,
"Until there is more representation of women on the executive level, there will always be a unconscious bias assuming that women are not being considered for these positions. ",G_L_D_H,G_Dis_Def,,
"XXX has never had equality in gender or race it it's leadership team. Its time for a change, because diversity in the leadership team will more accurately represent our client base. ",G_L_D_H,WE_L_Cul_H,,
There isnt enough diversity the higher up the chain you go.,G_L_D_H,,,
"There needs to be more gender diversity at and above the Director level.  I feel that because we are a software company, this lends itself to more male directors, but that gap is slowly closing, and our leadership should reflect that.",G_L_D_H,Impv_GD,,
"I do believe XXX engages with all groups to promote diversity in the workplace, and you can see the different people here at XXX.  I think we have a really good balance. ",CA_PO_E,N_G_L_D,,
"XXX does an excellent job of attracting diversity at the staff and manager level, but this tapers off at the director level.",G_D_L_H,,,
it's far more important to me that the right/best person for a job be hired than what gender they are. ,Eff_Abb_Imp,N_GD_only,,
"I think while parity is an important goal of gender diversity at XXX (specifically speaking to men vs women parity), it seems ingenious to focus on only parity. I, for one, would welcome zones/teams of all-women especially in areas that have been previously all-men. In this instance, I would like to argue for greater presence of typically underrepresented voices, especially women of color, which often get lost in surveys that focus separately on race vs gender. Additionally would love to move behind a simple 50-50 men and women gender diversity goal. Instead, I think the focus again should be on elevating underrepresented groups such as gender-non-conforming or nonbinary people. Surveys like this that focus on womanhood may not be adequate enough. ",CA_PO_U,CD_L_CD,OTHER,
"I am fortunate to work in an office where I feel we are all treated equal. Our leadership does not have to consistently communicate or consistently emphasis development and advancing woman and men equally, because their actions prove this daily. ",N_G_L_D,,,
"It seems that women cannot break the glass ceiling of manager or director. Few women are in director positions, and advance to a VP position",CA_Ceil_Fm,G_L_D_H,,
Wish more women were in leadership. ,G_L_D_H,,,
"There aren't many women up top, and even though we just promoted/moved some women into the ELT, it seems like it was done haphazardly. ",G_L_D_H,,,
"I'm saddened to know that we recently added 3 women to our ELT, but before that, it was all men.",NONE,,,
Teams seem to be segregated by gender stereotypically - more women in PR/Marketing roles and more men in tech and analytics roles,L_G_L_D,DEPARTMENT,,
"I think we should focus MORE on whether the person is the right person chosen for the job, and not base it on reaching a quota of women in the workfplace. ",Eff_Abb_Imp,N_GD_only,,
"Some of these questions seem to be leading to easy solutions around access to tools, mentor-ship, feedback, etc which I think is misplaced. Increased access to these possibly helpful tools doesn't get too the root of the cultural problem I think we are facing. My entire career here I have felt that SM was sexist and assumed that he would likely say something inappropriate that would cause eye rolls and awkward chuckles during each quarterly presentation. I know SM is one person and is no longer with the company but he was the most visible C-suite member and as such really set the tone for the company. Feeling that the most important man at the company was misogynistic honestly made me completely uncomfortable and more mistrustful of those bellow him that didn't speak up against it. We need honest conversation at all levels which will require those that may have unconsciously propagated the bias to be introspective and vulnerable. I am hopefully that this new focus on bias will result in a real cultural shift and look forward to seeing action.",OTHER,WE_L_Cul,,
"I am proud to see we are working on it and it is priority.  But it will take time.  It is not great, but it is getting better.",Impv,,,
"A lot of females are hired at the lower level positions, which when looking at numbers generally, make s it look like we have great diversity. However, it is so clear there is little female representation in upper level positions.",G_L_D_H,,,
"There is a severe lack of diversity at leadership and c-suite levels. The women who have been in the c-suite have ""resigned"" quickly and the ""bro"" atmosphere at the top trickles down and is a huge issue. ",G_L_D_H,N_G_Keep_H_Fm,,
We need more women in leadership roles at XXX on a Director and Senior Leadership level. ,G_L_D_H,,,
Gender diversity is pathetic at XXX. It's a complete shame that it's taken this long for the company to actually sit up and pay attention. ,G_L_D,,,
"I am thrilled that this is now an actual priority for ELT, as opposed to just giving this lip service for so long. I think the most difficult part about all of this is going to be when some people realize that the advancement of women in the workplace MIGHT mean the stagnation of their own careers. There is no pipeline problem. There are enough women who are smart and have potential that are alienated by what was formerly a very dysfunctional leadership team. What's inherently difficult about the advancement of women in general is that the fact that being successful in the workplace is an idea that operates directly in conflict with what it takes to be a successful woman, as defined by society. There are MANY things that we do well here (especially in some pockets of the company), like maternity leave or being flexible, but there are also other places where we could do better - like paternity or in general encouraging men to do more the 'emotional labor' that comes with existing in the workplace.  re: Paternity - every single day that a man does not have the same time available to him to get to know his new child, gender stereotypes that men are supposed to be successful 'outside the home' and women are 'inside the home' are reinforced.",GD_Talk_more_fix_few,CD_down.est,WE_PO_U,
"There are a lot of women at lower cohorts, but not really any at higher cohorts in dev.",G_L_D_H,,,
I feel like we have an equal balance of male and female ,N_G_L_D,,,
My former team used to be led by women. After PPO those managers got pulled into other work and the new leadership was largely male. I've since switched teams and no longer see women in leadership. I miss having women to look up to and think it's extremely important for there to be more women in leadership at XXX.,G_L_D_H,,,
"I believe that the majority of employees want women to succeed equally in the workplace as their male counterparts, however simply having good intent is not enough. There needs to be more done to bring women into the company and help them feel supported. I don't think that the need to feel supported is something felt by women only; it's an issue that employees of any gender deals with, but exacerbated by all the baggage that comes with being a minority population at a company. ",CD_DO,,,
"I understand that there are so many spots at the ELT level. This company is focused on finding the right person, not finding the right 'man' or 'woman'. We can't get too caught up in if it's a ""gender"". We need to ensure that we are finding the right PERSON for the job, and I feel that is what we have been doing this entire time. ",Eff_Abb_Imp,N_GD_only,,
"Overall, the company seems to have a good gender balance until you get to the director/executive director level, where the number of women compared to men in executive leadership roles sharply drops off. It is nice to see 2 women on the Senior Leadership Team now, but the company needs to do more to ensure that high-potential women know that they can advance their careers here. ",G_L_D_H,,,
"As a female employee, I believe in equal consideration for all jobs.  Any one person's advancement should solely depend on their ability to perform the duties expected.  I do not believe one's Gender, Race, Sexual Orientation or Religion should be a factor nor do I believe in having a quota to meet in order to appear diverse to potential applicants.  XXX's culture has always been wonderful, it has always been filled with old and young, straight, gay, male and female without feeling like any one of them were intentionally hired to be considered a ""diverse and gender friendly"" company.   We should not need to focus on these attributes but focus on each person as their own individual with so much to offer that is unique to themselves.  Focus on what they have built their lives to become in order to contribute to the growth of our company.    But always know, We are all equal.  That alone, being considered, should create a very diverse and SPECTACULAR company.    Thank you!",Eff_Abb_Imp,WE_PO_E,N_WE_L_Cul,
"Working in the OOCTO means that I am in the 20% of women in the ""tech"" portion of the company.  There is never action to raise visibility of women or target women for promotion and/or specialized training and mentorship despite these abysmal numbers and lack of representation.  As you get higher in the cohorts you deal with more and more boys clubs of men who do not work with women (because there are NO women at the higher cohorts) and even exclude qualified and capable women.",G_L_D,CA_PO_U,CD_L_DO,DEPARTMENT
"My career opportunities have been severely limited by problems of sexism and lack of parity (before XXX.) I believe XXX wants to be above the curve with gender diversity. However, there are obvious issues with lack of female executives. There are also women in staff and management positions who need development of professional and technical skills to advance. Lastly, plenty of employees in Belfast (all genders) take issue with parity, feminism and racial diversity in part because the larger community still harbors regressive social politics.",G_L_D_H,CD_L_CD,,
"I have seen multiple women who should have been promoted to the next level (director and above) get passed over, while men were promoted.",WE_PO_U,CD_down.est,,
"There is a ""boys club"" culture especially  among leaders who have been at the company for a long time. ",WE_MA,,,
"Complete lack of diversity in leadership. Constantly talking about how they are working on it, but haven't seen any real changes or impacts at that level. So feels like a lot of talking without much action or results. ",G_L_D_H,GD_Talk_more_fix_few,,
"There seems to be equality between men and women at the associate level, but higher levels are more male dominated. ",G_L_D_H,,,
More women in leadership (director and above) will help to influence more women that these opportunities are possible for all women within the company.,OTHER,,,
"There is decent gender diversity overall - but not when you look at individual positions. For example, within development, it's atrocious. On the ELT it's even worse. Honestly, I think while the people on the ELT acknowledge that  it's not a good look, I don't really believe that they actually care or understand that it's a problem.",G_D_L_H,,,
"Gender diversity seems representative of greater trends in the respective industries. So, it is not notably better or worse than the broader tech field.",NONE,,,
"While leadership is aware of issues that exist with gender diversity, they do little to actually act on it. ",Talk_more_fix_few,,,
"I have 8 years of schooling. I have an MBA in healthcare management. I applied for two positions prior to landing in the role that I am in. I was denied higher roles, but was accepted into the lowest role on my third attempt at interviewing. I accepted the position just to get my foot in the door. I make less than before I spent 8 years in school!",CD_under.est,,,
We have a long way to go in Senior Leadership but I am encouraged that they are talking about it now. ,Impv_GD,,,
Hire more women in leadership.,G_L_D_H,,,
"I feel that XXX could do a better job of having and valuing actual gender diversity. First of all, a lot of people lean towards only talking about men and women when they talk about gender, which while it does encompass the identities of most is by no mean exhaustive. We need to do a better job of including non-binary and genderqueer people for instance. I find that most of the non-men that work here are concentrated in specific roles, while roles like software development and anything in the R&D org are very male dominated. Particularly as you look at higher cohorts, XXX does a worse and worse job. In addition to this, we need to consider intersectionality when we talk about gender diversity, because there is a huge lack of women of color in many roles and that definitely should be improved. ",OTHER,,,
This has been remarked on by many people already: but the gender balance between men & women becomes significantly more imbalanced as you look at the higher-level C-suite positions. I'm hoping that the recent changes in senior leadership open up some more opportunities for qualified women. ,G_L_D_H,,,
"Even though the percentages show that women outnumber men in our workplace, a majority of that diversity is below the director level. It's really disheartening to see that as a woman in a cohort below the director level. ",G_L_D_H,,,
"There is no gender diversity in leadership, except to mitigate issues with recent news. We often talk about gender diversity at the expense of other diversity topics. We don't promote women beyond a certain point. When we do promote them, we promote the ones that are conveniently unattached",G_L_D_H,,,
I have personally noticed a difference in how much more quickly men are promoted over women in my previous department. ,WE_PO_U,,,
"A main issue is the lack of women in leadership. At the ""staff"" level - e.g., associate, senior associate, analyst - it's about a 50/50 split. But as you look up the cohorts, it becomes more and more male. There is enough turnover at that level (unfortunately) that women should have been hired a long time ago in those positions. But because that never happened, it sends a message to me that looking for high performing women is not a top priority. In corporate messaging, there's talk of the importance for overall gender diversity and supporting our ERGs, but that's putting all the onus on the bottom ranks. I'd like to see more ownership and responsibility placed onto leadership.",G_L_D_H,GD_Talk_more_fix_few,,
Take a look at the first question of this survey and the names who lead the orgs. I think that says it all. ,NONE,,,
"while the overall gender ratio seems to be about 50-50, the ratio in tech is significantly worse. it also feels like we lose more women in tech than men due to attrition but I have no data to back this up.",G_L_D,,,
"Whomever is right for the job, should do the job no matter the gender. I don't want an under qualified male or female in a role just to suffice a PC mentality that we have to be gender equal in all roles. This coming from a female. ",Eff_Abb_Imp,N_GD_only,,
N/A,NONE,,,
"I'd like to note that while this survey was tailored to my response indicating that I identify as a woman, but it's also important in my opinion to ask a few questions regarding my perception of the work environment for other groups. For example, do women believe that no-binary folks have equal or less opportunities to us? Does our workplace enable non-binary folks to feel comfortable in expressing their gender etc.? To your knowledge, are there non-binary folks on your team, in your building, org, etc.? I feel this is in important because as a member of the small group sales team, I feel we don't even have any non-binary folks among us and I may entirely be wrong, but that probably speaks volumes about the culture we have--do these folks feel comfortable expressing their gender and bringing their full selves to work or in an organization of 100+ people, do we have a culture that hires only cis males and females?",OTHER,,,
"We absolutely need more women (or even just ONE to start) in senior leadership. We need more women in lower leadership levels as well. The lack of women and diversity in leadership is very upsetting and uninspiring to us women in the lower levels of the company who have no one to look up to. Also for anyone, even men, it is so obviously wrong in this day and age to have an all-white, all-male, completely non-diverse leadership team; anyone with half a brain knows that's not smart, as the best decisions can only be made with a variety of perspectives. So it makes all of us, not just women, lose faith in this company.  In addition to leadership desperately needing more women and diversity in general, my particular role (software developer) is also in great need of gender equality. It is still far too often the case that males make up all or 4/5 of a scrum team. This is absolutely unacceptable. It makes the single woman on the team feel completely alone with no female peer to relate to. I can say from personal experience that after too long like this you start to doubt whether you should even be a developer at all because you don't see any other developers who look or think like you do. And that's a horrible thing, because the last thing we need is women leaving software development. We need more women being brought into software development and encouraged to stay via female peers, especially at this company.",G_L_D_H,WE_upset_PO,WE_L_Cul_H,
we need to look at gender diversity per role instead of overall.  we have lots of women in lower-level positions but not in higher level positions,G_L_D,,,
"XXX talks a big game about promoting gender diversity, but leadership continues to be exclusively male and I have witnessed several occasions when qualified women lost out on a position to a male peer. ",GD_Talk_more_fix_few,CD_down.est,,
"I think it's been out of balance for a long time in the C suite, but recently, big improvements are being made. ",Impv_GD_H,,,
"A lot of talk about gender diversity, but haven't seen any actions.",CD_Talk_more_fix_few,,,
"It's very clear that the direct reports to SM (now Jeff Immelt) is all men, with the exception of Stephanie Zaremba, and as far as I can tell, she only oversees a handful of people. All of the SVPs are men - and they are the ones overseeing hundreds of employees. When Di Holman was brought in, I thought the women here might finally have a shot, and she only stayed for about 6 months. ",G_L_D_H,,,
This is hard!  There is not a silver bullet solution to solve this but I think the company talking about it and looking into multiple items they can try are a great next step.,Impv,,,
"Gender diversity exists among the longer cohorts, but the higher the cohort the more male dominant it becomes.",G_L_D_H,,,
"I think we've been working hard at this issue for a number of years and have made progress but not enough.  Two examples at the Leadership levels: (1) Jessie Collins should have been an SVP awhile ago.  Additionally, when Dan Haley was GC, he was listed on our external website but Jessie never has been - coincidence?  No, it's because she doesn't demand it from XXX like a man would.  Women here talk about this all the time and while it might not bother Jessie, it doesn't go unnoticed by female employees.  (2) This is compared to Tim O'Brien who needed a title change when he took a few of Steve Kahane's responsibilities on.  It is a widely held belief that he is only CMO because of Steven and good for him for politically maneuvering himself onto our C-suite.  If Tim actually knew what he was doing, his dept wouldn't be such a mess and Rob Cosinuke wouldn't have been  ""consulting"" since basically day one of Tim being CMO.",OTHER,,,
"It is concerning that all of senior leadership is male, especially as a woman beginning my career at XXX. It does not make me feel like this is a place I can grow in the long-term.",G_L_D_H,NEW,CA_Ceil_Fm,
"I'm lucky to work in the Epocrates client org, which has a great representation of women in management and director-level positions",N_CD_down.est,,,
It doesn't really exist about the Director level,NONE,,,
"I think that XXX does a great job at hiring a lot of high potential women, but the disappointment is that there are not many women leaders in the company. This is very discouraging as a woman to not see any women in director/upper level leadership positions. As a result, high performing women with the ambition to move into these ranks feel forced to leave XXX for opportunities elsewhere.",G_L_D_H,WE_upset_PO,,
"No gender diversity at ELT/SLT level, VP level or even Director level",G_L_D_H,,,
"The leadership team has been talking about gender diversity for a very long time, but I don't feel like we've seen much change. Our leadership team has been male dominated, and is still male dominated.",GD_Talk_more_fix_few,WE_MA,,
"There are some organizations within XXX such as Marketing that have a high number of women leaders, which makes sense with the makeup of the gender distribution within that organization. However, it does seem that within that organization, men are in leadership positions more frequently that the gender distribution of the whole division would predict if the distribution were to remain consistent across cohorts- particularly where it comes to people managers",G_L_D_H,OTHER,,
"There is diversity at the lower cohorts, but there is a clear glass ceiling for women by looking at the manager cohort and above.",CA_Ceil_Fm,,,
I see a lot of Women in low to mid level positions while I see more men in management and upper management.  ,G_L_D,,,
"I am not LGBTQ. However, I strongly support the idea of equality, acceptance, and diversity for people of all genders, and I love that XXX seems to be very progressive & open-minded in that regard, with XXX Proud and various other things.",OTHER,,,
"Gender diversity is somewhat adequate up to the levels where decision-making power resides. If our decision-makers are not diverse, and do not embrace diversity, nothing will change within the company. I'm disappointed that this survey is not taking an intersectional view of diversity.",OTHER,,,
"I think the company could use more women in leadership, but I also believe this should be forced just for the sake of having women in leadership roles.",N_GD_Prm,,,
"While leadership has stated via internal communication channels that ""gender diversity"" is important, I am afraid that there is too heavy of a commitment to gender parity between male and female as opposed to diversity including non-binary/ gender fluid employees. ",OTHER,,,
"As a female gender diversity isn't my main concern at this company, it's lack of intersectionality. Dan mentioned in his post we are focusing on gender diversity because we have to ""start somewhere"" this was a sad answer because I've had numerous white colleagues say they think XXX has plenty of POC (which in fact it doesn't). Maybe for some folks gender diversity is important, but I think when we are talking about gender diversity at XXX we are talking about white females. That is my honest opinion. ",WE_L_IntSec,WE_L_Cul,,
"Women are predominantly lower cohort than men here, the need to work excessive hours with unpredictable travel schedules inhibits women with family commitments (ex: child\elder care). Working remotely can be perceived as lack of effort.",G_L_D,,,
"From the ""staff"" to management level, yes there is a lot of gender diversity, but at the SVP level, there is not a lot of mix. It's a boys club",G_L_D_H,,,
None,NONE,,,
"while there seems to be an equal number of men and women working at XXX in terms of population, the distribution of men in leadership roles, or even management roles, is vastly higher than the distribution of those roles to women. It is extremely frustrating to watch male counterparts achieve career trajectory faster simply because of their gender and presence. ",G_L_D_H,,,
XXX offers gender diversity in selected departments. Other departments are exclusionary towards women and offer limited opportunity for upward mobility for women. The departments that offer gender diversity are lower paying departments.,G_L_D,OTHER,DEPARTMENT,
"Equally gender diverse as a whole, but skewed at different cohorts (i.e. ED, ELT)",G_L_D_H,,,
I would like to see more women and minorities in leadership positions (manager and above). I have a tough time thinking of any minorities in leadership positions that are female and/or a minority. It seems like white males are the most common followed by Indian and Asian males. Only women who are overqualified for a position seem to be able to move up the ladder. ,G_L_D_H,WE_L_Cul_H,,
There is a lot of diversity here.,N_G_L_D,N_WE_L_Cul,,
"I think gender diversity at XXX is wonderful until you look at the highest levels of senior leadership, where it is noticeably lacking",G_L_D_H,,,
Executive Leadership at XXX feels like the good old boys club.,WE_MA,,,
"We are all aware of the stats, the higher-up the less women. I believe XXX's reputation has been that it is ""sexist"" on top. I have heard this even before working here. I believe the company wants to have a better reputation regarding gender diversity but has not taken actions to achieve it (till now). It shouldn't end with surveys. I really would like to see more women be promoted or hired into leadership roles. I believe right now given the opportunity of the CEO position being open, it would mean so much for so many to see a qualified woman take the title.",G_L_D_H,G_Dis_Def_H,GD_Talk_more_fix_few,WE_PO_U
I think we do have an adequate amount of gender diversity at the company,N_G_L_D,,,
"It is very obvious that in any sales division outside of Small Groups Sales, there are zero women in leadership roles (Director or above).",G_L_D,DEPARTMENT,,
"There appears to be plenty of gender diversity in the lower cohorts, but the executive level lacks female leaders.",G_L_D_H,,,
general comment about this survey is that I didn't realize it was send out until a colleague of mine told me what to look for in my inbox.  I think this could have been sent out by a familiar name and should have had a simpler subject line.,,,,
"There seem to be a lot of women at XXX, but almost all of the senior leadership are men.",,,,
I don't see any difference in how men and women are treated at my level.  Treated equally as we should be.  Thank you.,,,,
"All you have to do is look around, and notice that our senior leadership is white men.  We need to have the same diversity we have in the associate/manager level be also at the very top. ",,,,
I'd like to see a gender balanced SLT. ,,,,
"The company is over 50 percent women. That statistic speaks for itself. That being said, there is a lack of diversity in the Director level and above. ",,,,
"There aren't enough women in the ELT. Our leaders always say that they are committed to bringing more women into the highest levels of leadership, but that would mean one of the men preaching those words would need to give up their spot to a woman. ",,,,
"it doesn't seem that many women are hired into leadership positions, and even fewer are retained",,,,
"My team is primarily women but the men seem to receive the most high-profile projects despite the fact that women in similar positions are equally as competent.  Lots of ladies at XXX, but I feel like I have seen guys in senior associate roles who are not nearly as competent as some of their female associate counterparts.  Why did they get promoted at all? ",,,,
Gender Diversity seems to break down past Sr. Leadership positions. ,,,,
Operations has a high percentage of female employees and is at the low end of the salary range.,,,,
I am too new to know and I work from home.,,,,
"XXX has been discussing this issue for years and nothing has changed.  women were surveyed abt 6 years ago on working conditions in terms of women getting promoted above say manager or  a few to director and nothing has changed, except there is a diversity dashboard where u can see the actual stats. same story  years later.   Feels like   old boys network /frat  boy cuture in some depts.     ",,,,
"Gender diversity does not exist at XXX. Even with women in management positions you'll see that these are in areas of ""support"", not technical, and usually in organizations that are more dismissed than more male dominated groups (i.e. CSC vs Product)",,,,
XXX is consistently providing communication regarding gender diversity at the workplace. They are being as transparent as they can. ,,,,
"It varies by cohort level and zone. Dev and R&D fail to attract females, while operations are mostly females. More than gender diversity, I'm concerned with age diversity. You do not see a lot of employees past their 40, and older employees, especially females are rarely promoted.",,,,
Would like to know more about what is being done to make the company more gender diverse.,,,,
"Being only a senior analyst I really was unable to answer some of the questions asking if certain options were available to women. It seems as if those would be available for those in senior leadership roles and above and the communication to those is not available to us on the ""lower levels"". I really feel that this survey would have been better off filled out from leadership up as the questions seemed mostly around those roles and what was available to them.",,,,
"Overall gender diversity, at least on the female/male binary, seems ok from a pure numbers perspective. But the lessening presence of women through cohorts has been disheartening since I got here. I do think ELT has finally come around to at least putting time towards this problem (I still remain unconvinced that they all actually care about the problem), which I'm grateful for. But time and energy only gets us so far; action, e.g. promoting Jessie Collins and Lorraine Townsend Vargas into SVP roles and having them join ELT, is the only way those gaps in gender diversity will be closed.",,,,
"I think gender diversity is something that needs improvement at the company, but I am happy to hear that this is something ELT is concentrating on.",,,,
I personally believe that women have all the same opportunities as men and it is on them to work hard to get there. I think we put too much emphasis on trying to make it a women friendly work environment when it already is. If some people worked as hard at their jobs as they do pushing a women friendly work environment they might reach their goals and the opportunities available. ,,,,
Lots of statistics around gender diversity are high level vs. looking at technical positions alone.,,,,
I am very happy to see so many women added to the ELT -- and sorry it took the recent mess for it to finally happen. Let's keep on this!,,,,
I believe there is a good diversity in the company. Surveys like this are aggravating because it leads people to believe this is not the case. If you want true equality between men and women then special programs for women lead you to believe that women are not equal and need special programs to advance. Why make programs geared to one gender but have them open to all? ,,,,
n/a,,,,
I have never thought we didn't have gender diversity at XXX. ,,,,
I don't have any knowledge of any issues,,,,
I think it is very diverse. ,,,,
Executive level leadership at XXX is dominated by white men and has been since i have been with the company. ,,,,
"Fantastic diversity here. Never seen or heard of any issues. Very positive workplace no matter your age, race, gender.",,,,
"We constantly hear that diversity is important to leadership at XXX. That said, we currently have zero female SVP's or above.",,,,
There seems to be equal amounts of male and female managers at least.,,,,
No advancement within this company or mentoring programs for women of color  (especially African Americans women). We barely get respect in our roles. ,,,,
"If a woman has to make a presentation with men present in the room, comments are made by men to derail or in some cases completely interrupt her presentation. A women's presentation is essentially treated as unimportant by men here, particularly men in leadership roles.",,,,
"We need more consistent gender diversity across all levels at XXX - right now, we only have it in the lowest levels of the company. Therefore, leadership is not representative of the population it serves which creates mistrust, unhappy employees, and decisions that do not reflect the people they impact the most.",,,,
"While a significant percentage of the staff cohort (senior associate and below) is comprised on women, that number steadily decreases as cohorts move up. While some of this can be attributable to women opting to leave the workforce in lieu of childcare responsibilities, compared to other companies XXX does have very flexible work from home policies, generous paternity/maternity leave, and it offers a good work-life balance (people usually work ~40 hours a week). Considering this, I find it hard to believe all the women that failed to progress from senior associate to management and above is due primarily to women leaving the work force. Female representation at XXX at the management and above level is not equal, and XXX loses top female talent because of it. ",,,,
" It was refreshing to see female leaders added to the executive leadership team.  Let's keep that up!  As a female, it is disheartening to look at your leaders and they are all men.  It would also be great to see more female leaders in OOCTO, specifically.  ",,,,
"The higher the management level, the worst the gender diversity.",,,,
I think it is absurd that we are taking a survey regarding gender diversity.,,,,
"At the Staff and Immediate Management level, I am please with the gender diversity I see at my day-to-day job. However, at the EVP level and above there is a disconcerting amount of women representation.",,,,
